submission_id,age,cups,where,home_brew,on_the_go,favorite_drink,add,prefer_kind,prefer_strength,prefer_roast,prefer_caffeine,self_experience,a_bitterness,a_acidity,a_preference,b_bitterness,b_acidity,b_preference,c_bitterness,c_acidity,c_preference,d_bitterness,d_acidity,outcome,abc_prefer,work_from,monthly_spending,why_coffee,like_taste,know_where_from,most_for_cup,most_willing_for_cup,cafe_good_value,equipment_spent,equipment_good_value,gender,marital_status,hh_income,education,ethnicity_race,employment,children,party,state,state_name,total_votes,biden_votes,biden_votes_share,biden_ev,trump_votes,trump_votes_share,trump_ev,other_votes,other_votes_share,other_ev
2405,35-44 years old,1,"On the go, At home, At the office, At a cafe","Pour over, French press","Local cafe, Specialty coffee shop",Pourover,"Milk, dairy alternative, or coffee creamer",Fruity,Somewhat strong,Medium,Full caffeine,6,3,3,4,4,2,3,3,2,1,2,4,-2,Coffee A,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",Yes,Yes,More than $20,More than $20,Yes,$300-$500,Yes,Male,Living with a partner,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
565,25-34 years old,2,At home,"Pour over, Coffee extract (e.g. Cometeer)",NA,Pourover,No - just black,Fruity,Medium,Light,Full caffeine,7,2,4,4,2,3,2,4,2,2,3,4,-1,Coffee A,I primarily work from home,$60-$80,"It tastes good, I need the caffeine",Yes,Yes,$10-$15,More than $20,Yes,$500-$1000,Yes,Male,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,2,Democrat,NM,New Mexico,"923,965","501,614",54.29%,5,"401,894",43.50%,,"20,457",2.21%,
93,25-34 years old,1,"At home, At a cafe",French press,NA,Regular drip coffee,No - just black,Full Bodied,Medium,Medium,Full caffeine,2,2,5,3,3,4,4,2,3,1,2,5,-2,Coffee B,I primarily work from home,$20-$40,It tastes good,Yes,No,$6-$8,$8-$10,No,$100-$300,Yes,Male,Living with a partner,"$100,000 - $149,999",Master's degree,White/Caucasian,Employed full-time,None,Democrat,CO,Colorado,"3,256,952","1,804,352",55.40%,9,"1,364,607",41.90%,,"87,993",2.70%,
619,18-24 years old,2,At home,"Pour over, Espresso",NA,Cappuccino,"Milk, dairy alternative, or coffee creamer",Juicy,Medium,Light,Full caffeine,7,2,4,3,3,1,5,2,2,4,3,2,0,Coffee B,I do a mix of both,$40-$60,"It tastes good, I need the ritual",Yes,Yes,$8-$10,$15-$20,Yes,$500-$1000,Yes,Male,Living with a partner,NA,NA,Other (please specify),NA,NA,Democrat,PA,Pennsylvania,"6,915,283","3,458,229",50.01%,20,"3,377,674",48.84%,,"79,380",1.15%,
2435,35-44 years old,2,"At a cafe, At home","Pour over, Espresso",NA,Latte,No - just black,Bright,Somewhat strong,Light,Full caffeine,4,4,4,5,2,2,2,3,2,1,2,3,-1,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the ritual",Yes,Yes,$10-$15,$15-$20,Yes,"More than $1,000",Yes,Male,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,2,Democrat,OH,Ohio,"5,922,202","2,679,165",45.24%,,"3,154,834",53.27%,18,"88,203",1.49%,
586,35-44 years old,3,At home,"Pour over, Espresso",NA,Pourover,No - just black,Fruity,Very strong,Light,Full caffeine,6,2,3,4,4,1,3,3,1,1,1,4,-2,Coffee A,I primarily work from home,$80-$100,It tastes good,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Male,Single,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,None,Independent,OH,Ohio,"5,922,202","2,679,165",45.24%,,"3,154,834",53.27%,18,"88,203",1.49%,
2567,25-34 years old,1,At home,"Pour over, Espresso",NA,Pourover,No - just black,Juicy,Somewhat strong,Nordic,Full caffeine,9,1,3,5,4,2,3,4,2,3,1,3,-1,Coffee A,I primarily work in person,$40-$60,It tastes good,Yes,Yes,$15-$20,NA,Yes,"More than $1,000",Yes,Male,Living with a partner,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,TX,Texas,"11,315,056","5,259,126",46.48%,,"5,890,347",52.06%,38,"165,583",1.46%,
2559,25-34 years old,1,"At home, On the go, At the office","Espresso, French press","Specialty coffee shop, Local cafe, Drive-thru, National chain (e.g. Starbucks, Dunkin)",Latte,"Milk, dairy alternative, or coffee creamer",Chocolatey,Medium,Medium,Full caffeine,6,2,5,1,3,2,4,4,2,3,3,4,1,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",Yes,Yes,$8-$10,$10-$15,No,$500-$1000,Yes,Non-binary,Living with a partner,"$150,000 or more",Master's degree,White/Caucasian,Employed full-time,None,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2719,35-44 years old,1,At the office,NA,NA,Latte,"Milk, dairy alternative, or coffee creamer",Sweet,Somewhat strong,Medium,Full caffeine,4,2,5,1,4,2,3,3,1,4,1,4,1,Coffee C,I primarily work in person,$20-$40,I need the caffeine,Yes,No,$6-$8,$8-$10,No,$500-$1000,Yes,Female,Married,"$100,000 - $149,999",Doctorate or professional degree,Asian/Pacific Islander,Employed full-time,2,No affiliation,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
139,25-34 years old,2,"At home, At a cafe, At the office, On the go","French press, Espresso","Specialty coffee shop, Local cafe, National chain (e.g. Starbucks, Dunkin)",Latte,"Milk, dairy alternative, or coffee creamer",Bright,Medium,Light,Full caffeine,6,3,4,3,4,4,1,4,2,2,2,3,-1,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$6-$8,$6-$8,No,$500-$1000,Yes,Male,Living with a partner,"$150,000 or more",Master's degree,Asian/Pacific Islander,Employed full-time,None,Democrat,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
1814,25-34 years old,1,"At a cafe, At home","Espresso, Pour over",NA,Latte,No - just black,Bright,Somewhat strong,Light,Full caffeine,7,1,4,5,2,2,5,2,1,4,1,4,-2,Coffee B,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, Other",Yes,Yes,$8-$10,$10-$15,Yes,$300-$500,Yes,Non-binary,Single,"$50,000 - $74,999",Some college or associate's degree,White/Caucasian,Employed full-time,None,No affiliation,MN,Minnesota,"3,277,171","1,717,077",52.40%,10,"1,484,065",45.28%,,"76,029",2.32%,
2907,25-34 years old,2,"At home, At the office, On the go","Cold brew, Other","Local cafe, National chain (e.g. Starbucks, Dunkin)",Iced coffee,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",Chocolatey,Medium,Light,Full caffeine,7,2,4,1,3,2,3,2,2,4,4,3,0,Coffee C,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",Yes,Yes,$4-$6,$8-$10,Yes,$50-$100,Yes,Female,Single,"$50,000 - $74,999",Bachelor's degree,Other (please specify),Employed full-time,None,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,25-34 years old,1,At home,"Pour over, Espresso",NA,Pourover,No - just black,Juicy,Medium,Light,Full caffeine,5,2,2,4,1,1,2,2,2,3,3,3,-2,Coffee A,I primarily work from home,$60-$80,It tastes good,Yes,Yes,$15-$20,More than $20,Yes,"More than $1,000",Yes,Male,Married,"$100,000 - $149,999",NA,White/Caucasian,NA,None,NA,TN,Tennessee,"3,053,851","1,143,711",37.45%,,"1,852,475",60.66%,11,"57,665",1.89%,
856,35-44 years old,2,"At the office, At home, On the go",Other,Local cafe,Cortado,No - just black,Caramalized,Somewhat strong,Light,Full caffeine,6,2,4,4,3,3,3,4,3,3,1,5,2,Coffee A,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, I need the ritual",Yes,No,$8-$10,$10-$15,No,$50-$100,Yes,Male,Married,"$150,000 or more",Doctorate or professional degree,White/Caucasian,Employed full-time,None,Democrat,WA,Washington,"4,087,631","2,369,612",57.97%,12,"1,584,651",38.77%,,"133,368",3.26%,
266,45-54 years old,3,"At the office, On the go, At home","Coffee extract (e.g. Cometeer), Espresso",Other,Espresso,No - just black,Fruity,Very strong,Light,Full caffeine,8,1,4,3,1,4,4,1,3,4,1,5,-2,Coffee C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2418,25-34 years old,2,"At home, At a cafe",Espresso,NA,Americano,No - just black,Caramalized,Somewhat strong,Medium,Full caffeine,6,2,3,5,4,2,3,5,2,3,5,5,-1,Coffee A,I primarily work from home,$20-$40,"I need the ritual, It tastes good, I need the caffeine",Yes,No,$10-$15,$6-$8,No,$300-$500,Yes,Female,Married,"$150,000 or more",Bachelor's degree,Hispanic/Latino,Employed full-time,None,Democrat,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
36,25-34 years old,1,At the office,NA,NA,Pourover,No - just black,Chocolatey,Medium,Light,Full caffeine,2,1,4,5,3,2,4,4,2,2,2,4,0,Coffee A,I primarily work in person,$20-$40,"I need the caffeine, I need the ritual, It makes me go to the bathroom, It tastes good",No,Yes,$6-$8,More than $20,Yes,$100-$300,Yes,Male,Married,"$75,000 - $99,999",Bachelor's degree,White/Caucasian,Employed full-time,More than 3,Democrat,AZ,Arizona,"3,387,326","1,672,143",49.36%,11,"1,661,686",49.06%,,"53,497",1.58%,
184,18-24 years old,1,At home,Coffee brewing machine (e.g. Mr. Coffee),NA,Pourover,No - just black,Fruity,Somewhat strong,Light,Full caffeine,8,2,4,4,4,2,2,3,2,3,1,4,-2,Coffee A,I primarily work in person,$20-$40,"I need the caffeine, It tastes good",Yes,Yes,$10-$15,More than $20,No,"More than $1,000",Yes,Male,Single,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,NC,North Carolina,"5,524,804","2,684,292",48.59%,,"2,758,775",49.93%,15,"81,737",1.48%,
2588,25-34 years old,2,At home,French press,NA,Americano,No - just black,Chocolatey,Somewhat strong,Dark,Full caffeine,4,1,5,3,5,1,4,3,3,2,2,2,-2,Coffee B,I primarily work in person,$80-$100,It tastes good,Yes,Yes,$10-$15,$15-$20,Yes,$50-$100,Yes,Female,Single,"$25,000 - $49,999",Some college or associate's degree,Asian/Pacific Islander,Employed part-time,None,Democrat,NY,New York,"8,594,826","5,230,985",60.86%,29,"3,244,798",37.75%,,"119,043",1.39%,
2313,45-54 years old,1,"At home, At the office","Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)",NA,Latte,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",Sweet,Medium,Medium,Full caffeine,4,1,4,4,3,1,3,4,1,2,2,4,1,Coffee A,I do a mix of both,$20-$40,"I need the caffeine, I need the ritual",Yes,No,$4-$6,$6-$8,No,"More than $1,000",Yes,Female,Divorced,"$75,000 - $99,999",Bachelor's degree,White/Caucasian,Employed full-time,2,Independent,NE,Nebraska,"951,712","374,583",39.36%,,"556,846",58.51%,2,"20,283",2.13%,
1516,25-34 years old,2,"At home, At the office",French press,NA,Cold brew,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer",Chocolatey,Somewhat strong,Medium,Full caffeine,6,3,2,2,1,2,3,3,3,4,1,4,2,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",Yes,Yes,$4-$6,$4-$6,No,$50-$100,Yes,Male,Single,"$50,000 - $74,999",Some college or associate's degree,Other (please specify),Unemployed,None,No affiliation,PA,Pennsylvania,"6,915,283","3,458,229",50.01%,20,"3,377,674",48.84%,,"79,380",1.15%,
10,45-54 years old,2,At home,"Coffee extract (e.g. Cometeer), Pour over",NA,Pourover,No - just black,Fruity,Somewhat light,Light,Full caffeine,8,4,3,3,2,2,4,3,2,3,3,4,-2,Coffee B,I primarily work from home,>$100,"It tastes good, I need the caffeine",Yes,Yes,$6-$8,$8-$10,No,$100-$300,Yes,Male,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,More than 3,Republican,NC,North Carolina,"5,524,804","2,684,292",48.59%,,"2,758,775",49.93%,15,"81,737",1.48%,
1185,35-44 years old,1,"At home, At a cafe",Other,NA,Cappuccino,"Milk, dairy alternative, or coffee creamer",Caramalized,Very strong,Medium,Full caffeine,8,1,1,4,1,1,3,1,1,3,1,2,1,Coffee A,I do a mix of both,$80-$100,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom",Yes,Yes,$4-$6,$4-$6,No,$500-$1000,Yes,Male,Married,"$150,000 or more",Some college or associate's degree,White/Caucasian,Employed full-time,None,Democrat,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
2841,18-24 years old,1,"At a cafe, On the go, At home","Instant coffee, Coffee brewing machine (e.g. Mr. Coffee)","Local cafe, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",Mocha,"Milk, dairy alternative, or coffee creamer",Chocolatey,Somewhat strong,Medium,Full caffeine,4,3,4,3,2,3,4,4,4,5,3,5,0,Coffee C,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual",Yes,No,$6-$8,$8-$10,No,Less than $20,Yes,Male,Single,"$25,000 - $49,999",Some college or associate's degree,Asian/Pacific Islander,Student,None,No affiliation,WA,Washington,"4,087,631","2,369,612",57.97%,12,"1,584,651",38.77%,,"133,368",3.26%,
1432,25-34 years old,3,"At home, At the office","Coffee brewing machine (e.g. Mr. Coffee), Pour over, French press",NA,Iced coffee,"Flavor syrup, Milk, dairy alternative, or coffee creamer",Fruity,Somewhat strong,Light,Full caffeine,8,2,3,5,3,3,4,4,3,2,1,4,-1,Coffee A,I primarily work in person,$40-$60,"It tastes good, I need the ritual",Yes,No,$8-$10,$8-$10,No,$300-$500,Yes,Male,Living with a partner,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1541,25-34 years old,2,"At a cafe, At home","Pour over, Coffee brewing machine (e.g. Mr. Coffee), Espresso",NA,Cappuccino,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener",Bright,Medium,Light,Full caffeine,8,1,5,5,3,3,4,4,2,3,2,4,-2,Coffee A,I do a mix of both,$40-$60,"It tastes good, I need the caffeine",Yes,Yes,$8-$10,$10-$15,Yes,$300-$500,Yes,Female,Single,"$25,000 - $49,999",Master's degree,White/Caucasian,Employed part-time,None,Democrat,MO,Missouri,"3,025,962","1,253,014",41.41%,,"1,718,736",56.80%,10,"54,212",1.79%,
173,45-54 years old,2,At home,Coffee brewing machine (e.g. Mr. Coffee),NA,Mocha,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",Bright,Medium,Light,Full caffeine,7,1,3,4,4,2,1,3,1,3,2,3,-2,Coffee A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
705,25-34 years old,2,At home,"Espresso, Pour over",NA,Espresso,"No - just black, Milk, dairy alternative, or coffee creamer",Bright,Very strong,Light,Full caffeine,7,3,4,5,3,2,2,4,3,3,2,2,-1,Coffee A,I primarily work from home,$80-$100,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",Yes,Yes,$15-$20,More than $20,No,"More than $1,000",Yes,Male,Living with a partner,"$75,000 - $99,999",Bachelor's degree,White/Caucasian,Employed full-time,None,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,25-34 years old,2,"At home, At the office",Pour over,NA,Pourover,No - just black,Caramalized,Very strong,Medium,Full caffeine,6,2,4,1,2,3,5,4,2,3,1,4,-1,Coffee B,I do a mix of both,$20-$40,"It tastes good, I need the caffeine",Yes,Yes,$10-$15,$10-$15,Yes,$100-$300,Yes,Male,Single,"$150,000 or more",Master's degree,White/Caucasian,Employed full-time,None,Democrat,CO,Colorado,"3,256,952","1,804,352",55.40%,9,"1,364,607",41.90%,,"87,993",2.70%,
2545,25-34 years old,More than 4,"At home, At the office",Pour over,NA,Pourover,No - just black,Fruity,Medium,Nordic,Full caffeine,8,2,4,5,4,2,3,5,1,2,1,5,-1,Coffee A,I primarily work in person,$60-$80,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$4-$6,$4-$6,Yes,$100-$300,Yes,Male,Married,"$100,000 - $149,999",Doctorate or professional degree,White/Caucasian,Employed full-time,2,Democrat,NE,Nebraska,"951,712","374,583",39.36%,,"556,846",58.51%,2,"20,283",2.13%,
2122,35-44 years old,2,"At home, At the office, At a cafe","Pour over, Coffee extract (e.g. Cometeer), Espresso",NA,Pourover,No - just black,Sweet,Medium,Light,Full caffeine,8,1,4,5,3,1,2,4,1,1,1,4,-2,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the ritual",Yes,Yes,$10-$15,More than $20,No,"More than $1,000",Yes,Male,Married,"$150,000 or more",Master's degree,Hispanic/Latino,Employed full-time,1,Democrat,TX,Texas,"11,315,056","5,259,126",46.48%,,"5,890,347",52.06%,38,"165,583",1.46%,
2952,35-44 years old,More than 4,"At home, On the go, At the office, At a cafe","Pour over, Espresso, Bean-to-cup machine, Cold brew","Specialty coffee shop, Local cafe, National chain (e.g. Starbucks, Dunkin)",Pourover,No - just black,Fruity,Somewhat strong,Light,Full caffeine,10,3,4,4,2,1,1,4,2,2,2,4,-2,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$10-$15,$10-$15,Yes,"More than $1,000",Yes,NA,NA,NA,NA,NA,NA,NA,NA,MI,Michigan,"5,539,301","2,804,040",50.62%,16,"2,649,852",47.84%,,"85,409",1.54%,
1927,18-24 years old,3,"At the office, At home",Espresso,NA,Latte,"Milk, dairy alternative, or coffee creamer",Chocolatey,Very strong,Medium,Full caffeine,5,2,3,2,4,3,4,2,2,3,4,3,0,Coffee B,I primarily work from home,$60-$80,"I need the caffeine, I need the ritual, It tastes good",Yes,Yes,$10-$15,$10-$15,No,"More than $1,000",Yes,Male,Single,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,None,NA,WA,Washington,"4,087,631","2,369,612",57.97%,12,"1,584,651",38.77%,,"133,368",3.26%,
1641,25-34 years old,2,"At home, At the office, At a cafe","Pour over, Other",NA,Pourover,"No - just black, Milk, dairy alternative, or coffee creamer, Other",Full Bodied,Medium,Medium,Full caffeine,6,3,2,3,1,3,5,4,4,4,3,5,1,Coffee B,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom, Other",Yes,Yes,$6-$8,$10-$15,Yes,$100-$300,Yes,Male,Living with a partner,"$50,000 - $74,999",Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation,IL,Illinois,"6,033,744","3,471,915",57.54%,20,"2,446,891",40.55%,,"114,938",1.90%,
262,25-34 years old,1,"At the office, At home",Espresso,NA,Latte,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",Nutty,Somewhat strong,Dark,Full caffeine,1,4,3,2,2,1,5,5,2,3,1,4,2,Coffee B,I primarily work in person,>$100,"It tastes good, I need the caffeine, I need the ritual",Yes,No,$10-$15,More than $20,No,$300-$500,Yes,Female,Married,"$150,000 or more",Doctorate or professional degree,Asian/Pacific Islander,Employed full-time,None,Democrat,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
2043,25-34 years old,3,"At the office, At home, At a cafe","Espresso, French press, Other",NA,Espresso,No - just black,Fruity,Somewhat strong,Light,Full caffeine,7,3,4,4,5,1,2,4,2,3,1,4,-1,Coffee A,I do a mix of both,$80-$100,"It tastes good, I need the ritual",Yes,Yes,$4-$6,$6-$8,Yes,$500-$1000,Yes,Male,Living with a partner,"$150,000 or more",Master's degree,White/Caucasian,Employed full-time,None,Democrat,CO,Colorado,"3,256,952","1,804,352",55.40%,9,"1,364,607",41.90%,,"87,993",2.70%,
337,25-34 years old,2,"At home, At the office","Pour over, French press",NA,Latte,No - just black,Fruity,Medium,Light,Full caffeine,8,1,4,5,4,2,3,1,2,2,4,4,-1,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$8-$10,$10-$15,Yes,$300-$500,Yes,Male,Married,"$150,000 or more",Doctorate or professional degree,White/Caucasian,Unemployed,None,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2920,25-34 years old,4,"At home, On the go, At the office","Pour over, Coffee brewing machine (e.g. Mr. Coffee), Cold brew","National chain (e.g. Starbucks, Dunkin), Drive-thru",Latte,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer",Bright,Somewhat strong,Light,Full caffeine,5,4,5,1,2,2,2,2,3,2,4,5,2,Coffee C,I primarily work from home,$40-$60,I need the caffeine,Yes,No,$10-$15,$10-$15,Yes,$300-$500,Yes,Male,Single,"$75,000 - $99,999",Bachelor's degree,White/Caucasian,Employed full-time,None,Independent,LA,Louisiana,"2,148,062","856,034",39.85%,,"1,255,776",58.46%,8,"36,252",1.69%,
2026,25-34 years old,1,At home,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",NA,Pourover,No - just black,Full Bodied,Medium,Medium,Full caffeine,5,3,4,3,4,1,5,1,4,4,3,5,2,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the ritual",Yes,Yes,$6-$8,$8-$10,No,$500-$1000,Yes,Male,Single,"$100,000 - $149,999",Bachelor's degree,Asian/Pacific Islander,Employed full-time,None,Democrat,TX,Texas,"11,315,056","5,259,126",46.48%,,"5,890,347",52.06%,38,"165,583",1.46%,
1113,35-44 years old,Less than 1,"At home, At a cafe","Coffee brewing machine (e.g. Mr. Coffee), Espresso, Cold brew",NA,Latte,"No - just black, Milk, dairy alternative, or coffee creamer, Flavor syrup",Caramalized,Medium,Light,Full caffeine,6,3,4,4,4,4,5,4,3,2,1,2,-1,Coffee B,I primarily work from home,$60-$80,It tastes good,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Female,Living with a partner,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,WA,Washington,"4,087,631","2,369,612",57.97%,12,"1,584,651",38.77%,,"133,368",3.26%,
2751,55-64 years old,1,At home,"Pour over, Espresso, Coffee extract (e.g. Cometeer), French press",NA,Pourover,No - just black,Fruity,Somewhat strong,Light,Full caffeine,8,2,4,4,3,2,4,4,4,3,3,3,-1,Coffee A,I primarily work in person,<$20,It tastes good,Yes,Yes,$4-$6,$4-$6,Yes,"More than $1,000",Yes,Prefer not to say,NA,NA,NA,NA,Employed full-time,NA,NA,IL,Illinois,"6,033,744","3,471,915",57.54%,20,"2,446,891",40.55%,,"114,938",1.90%,
2782,45-54 years old,2,At home,Espresso,NA,Espresso,No - just black,Chocolatey,Somewhat strong,Medium,NA,5,4,3,2,4,4,2,3,4,3,2,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OK,Oklahoma,"1,560,699","503,890",32.29%,,"1,020,280",65.37%,7,"36,529",2.34%,
2103,25-34 years old,1,"At a cafe, At home","Pour over, Coffee extract (e.g. Cometeer)",NA,Pourover,No - just black,Juicy,Medium,Light,Full caffeine,7,2,3,4,3,2,3,3,2,4,3,4,-2,Coffee A,I primarily work in person,$40-$60,"It tastes good, Other",Yes,Yes,$10-$15,More than $20,Yes,$500-$1000,Yes,Non-binary,Living with a partner,"$75,000 - $99,999",Some college or associate's degree,Asian/Pacific Islander,Employed full-time,None,Democrat,OR,Oregon,"2,374,321","1,340,383",56.45%,7,"958,448",40.37%,,"75,490",3.18%,
1251,>65 years old,1,At a cafe,NA,NA,Other,No - just black,Juicy,Somewhat strong,Medium,Full caffeine,3,4,5,2,2,2,4,2,NA,5,3,4,-1,Coffee C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
729,25-34 years old,2,"At the office, At home, At a cafe, On the go",Pour over,Specialty coffee shop,Pourover,No - just black,Bright,Somewhat strong,Light,Full caffeine,7,2,3,3,4,2,2,3,2,1,2,4,-2,Coffee A,I primarily work in person,$80-$100,It tastes good,Yes,Yes,More than $20,More than $20,Yes,$50-$100,Yes,Male,Single,"$75,000 - $99,999",Master's degree,Asian/Pacific Islander,Employed full-time,None,Democrat,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
1995,25-34 years old,3,"At home, At the office","Pour over, French press, Cold brew, Other",NA,Latte,No - just black,Fruity,Medium,Light,Full caffeine,8,2,4,3,3,3,3,1,3,3,2,4,-1,Coffee C,I primarily work in person,$40-$60,"It tastes good, Other",Yes,Yes,$8-$10,$10-$15,Yes,$300-$500,Yes,Male,Single,"$25,000 - $49,999",Master's degree,Asian/Pacific Islander,Student,None,Independent,MS,Mississippi,"1,313,759","539,398",41.06%,,"756,764",57.60%,6,"17,597",1.34%,
1620,25-34 years old,1,"At home, At the office","Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)",NA,Americano,No - just black,Chocolatey,Medium,Medium,Full caffeine,8,2,3,4,1,1,3,4,2,4,1,5,1,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the ritual",Yes,Yes,$6-$8,$8-$10,Yes,"More than $1,000",Yes,Female,Single,"$150,000 or more",Bachelor's degree,Asian/Pacific Islander,Employed full-time,None,No affiliation,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
2291,25-34 years old,1,"At home, At a cafe","Pour over, Coffee brewing machine (e.g. Mr. Coffee), Other, Cold brew",NA,Latte,"Milk, dairy alternative, or coffee creamer",Nutty,Medium,Medium,Half caff,6,1,2,4,4,2,3,3,3,2,2,4,2,Coffee A,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$8-$10,$10-$15,No,"More than $1,000",No,Female,Married,"$150,000 or more",Bachelor's degree,NA,Unemployed,None,Democrat,AL,Alabama,"2,323,282","849,624",36.57%,,"1,441,170",62.03%,9,"32,488",1.40%,
2767,35-44 years old,2,"At home, At the office","Espresso, Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)",NA,Pourover,No - just black,Fruity,Medium,Light,Full caffeine,9,2,3,5,3,2,3,3,2,4,1,5,-2,Coffee A,I primarily work in person,$40-$60,"I need the ritual, It tastes good",Yes,Yes,$15-$20,$15-$20,Yes,$500-$1000,Yes,Male,Married,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,Employed full-time,More than 3,Independent,CO,Colorado,"3,256,952","1,804,352",55.40%,9,"1,364,607",41.90%,,"87,993",2.70%,
316,35-44 years old,2,At a cafe,NA,NA,Americano,Sugar or sweetener,Chocolatey,Medium,Light,Full caffeine,7,1,4,3,2,3,4,3,2,3,1,5,2,Coffee B,I primarily work from home,$60-$80,"It tastes good, I need the caffeine",Yes,Yes,$6-$8,$4-$6,Yes,$500-$1000,Yes,Male,Married,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
